Home_Listing_ID,Property_Name,Price_INR,City,Property_Type,Bedrooms,Total_Tags,Tags_Property_Type,Tags_Listing_Type,Tags_Bedrooms,Tags_Price_Range,Tags_Location,Tags_Agent,Tags_Investment,Tags_Marketing,Tags_Quality,Tags_Features,Tags_Media,All_Tags,Tag_Details
r436675,Aurum Alumni Bliss,27500000.0,Sector 22D Yamuna Expressway,Apartment,98,9,apartment,,5plus_bedroom,premium,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r454311,Express Zenith Tower A,26399998.0,Sector 77,Apartment,97,9,apartment,,5plus_bedroom,premium,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r440690,Ace Acreville,30000000.0,Sector 22A Yamuna Expressway,Land,96,8,,,5plus_bedroom,premium,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"5plus_bedroom, premium, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r436912,VVIP Addresses Greater Noida,35858442.0,Sector-12,Apartment,95,9,apartment,,5plus_bedroom,premium,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r416826,Trecento Residencies by Gaurs,125000000.0,Jaypee Greens,Apartment,95,9,apartment,,5plus_bedroom,luxury,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, luxury, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | luxury(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r395716,Fusion The Brook,11150000.0,Sector-12,Apartment,92,8,apartment,,5plus_bedroom,premium,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r402728,Sublime Spring Elmas,16260000.0,Sector-12,Apartment,92,8,apartment,,5plus_bedroom,premium,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r430588,CRC Maesta,32500000.0,Sector 1 Greater Noida West,Apartment,91,10,apartment,,5plus_bedroom,premium,noida_property,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, noida_property, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | noida_property(0.9) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r409011,Fusion The Rivulet,11001000.0,Sector-12,Apartment,91,8,apartment,,5plus_bedroom,premium,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r410958,Max Estates 128,113485920.0,Sector 128,Apartment,90,9,apartment,,5plus_bedroom,luxury,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, luxury, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | luxury(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r384794,RG Mirage,30520000.0,Sector 120,Apartment,90,9,apartment,,5plus_bedroom,premium,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r446528,Godrej Sora,83100000.0,Sector 53,Apartment,85,9,apartment,,5plus_bedroom,luxury,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, luxury, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | luxury(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r432550,TARC Ishva,77000000.0,Sector 63A,Apartment,92,9,apartment,,5plus_bedroom,luxury,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, luxury, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | luxury(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r424460,M3M Mansion,36036000.0,Sector 113,Apartment,91,9,apartment,,5plus_bedroom,premium,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r444331,Signature Global Cloverdale SPR,38757500.0,Sector 71,Apartment,92,9,apartment,,5plus_bedroom,premium,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r404070,DLF The Arbour,84925000.0,Sector 63,Apartment,83,9,apartment,,5plus_bedroom,luxury,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, luxury, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | luxury(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r438244,Indiabulls Estate and Club,39899999.0,Sector 104,Apartment,61,9,apartment,,5plus_bedroom,premium,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r422937,Krisumi Waterside Residences,44370000.0,Sector 36A,Apartment,89,9,apartment,,5plus_bedroom,premium,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r433274,Signature Global Daxin Vistas,21000000.0,Sohna,House,70,9,villa,,5plus_bedroom,premium,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"villa, 5plus_bedroom, premium, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",villa(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r442988,ROF Pravasa,24000000.0,Sector 88A,Apartment,71,9,apartment,,5plus_bedroom,premium,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r433317,Max Estate 360,54831000.0,Sector 36A,Apartment,99,9,apartment,,5plus_bedroom,luxury,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, luxury, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | luxury(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r318679,Hero Homes,15935500.0,Sector 104,Apartment,43,8,apartment,,5plus_bedroom,premium,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r444343,Runwal Raaya,109900000.0,Worli,Apartment,90,9,apartment,,5plus_bedroom,luxury,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, luxury, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | luxury(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r426835,Tricity Aspire,11200000.0,Kharghar,Apartment,70,8,apartment,,5plus_bedroom,premium,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r425106,Ruparel Stardom,23500001.0,Evershine Nagar,Apartment,36,9,apartment,,5plus_bedroom,premium,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r382672,Mahaavir Exotique,5400872.0,Kharghar,Apartment,15,8,apartment,,5plus_bedroom,mid_range,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, mid_range, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | mid_range(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r422558,Godrej Reserve,25400521.0,Kandivali East,Apartment,54,9,apartment,,5plus_bedroom,premium,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r430268,Raheja Lunaris,10514876.0,Juinagar,Apartment,75,8,apartment,,5plus_bedroom,premium,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r88315,Ruparel Vivanza,25500000.0,Byculla,Apartment,56,9,apartment,,5plus_bedroom,premium,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r403694,Raheja Modern Vivarea,125175000.0,Mahalaxmi,Apartment,86,9,apartment,,5plus_bedroom,luxury,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, luxury, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | luxury(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r404243,Lodha Divino,37746933.0,Matunga,Apartment,30,9,apartment,,5plus_bedroom,premium,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r403096,Codename Cloud City,5871558.0,Kharghar,Apartment,50,8,apartment,,5plus_bedroom,mid_range,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, mid_range, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | mid_range(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r447590,Paramount By Gala Habitats,37920000.0,Matunga East,Apartment,85,9,apartment,,5plus_bedroom,premium,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r434130,Ruparel Urbana,9490000.0,Kurla,Apartment,43,8,apartment,,5plus_bedroom,mid_range,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, mid_range, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | mid_range(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r416159,Lodha Mirabelle ,14900002.0,Hebbal,Apartment,80,8,apartment,,5plus_bedroom,premium,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r425508,Casagrand Regal,10864865.0,Thanisandra,Apartment,76,8,apartment,,5plus_bedroom,premium,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r418697,Provident Deansgate,21000000.0,IVC Road,House,57,9,villa,,5plus_bedroom,premium,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"villa, 5plus_bedroom, premium, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",villa(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r443697,Bhartiya Garden Estate,6708000.0,Sadahalli,Apartment,86,8,apartment,,5plus_bedroom,mid_range,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, mid_range, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | mid_range(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r426518,DSR The Courtyard,10315885.0,Sarjapur Road,Apartment,28,8,apartment,,5plus_bedroom,premium,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r437293,Eastfield by Urbanest Realty,12744054.0,Hoskote,Apartment,92,8,apartment,,5plus_bedroom,premium,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r424098,Modern Spaaces Engrace Vista,15501000.0,Sarjapur Road,Apartment,39,8,apartment,,5plus_bedroom,premium,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r367669,Assetz Canvas and Cove,17100000.0,Begur,Apartment,68,8,apartment,,5plus_bedroom,premium,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r411425,Sarang by Sumadhura,13475000.0,Whitefield,Apartment,60,8,apartment,,5plus_bedroom,premium,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r418789,Bhartiya Nikoo Homes 5,12683240.0,Chokkanahalli,Apartment,64,8,apartment,,5plus_bedroom,premium,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r435540,Signature Premier,12000000.0,Sarjapur Road,Apartment,34,8,apartment,,5plus_bedroom,premium,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r433250,Rohan Saroha,8146228.0,Bhugaon,Apartment,70,8,apartment,,5plus_bedroom,mid_range,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, mid_range, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | mid_range(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r383225,VTP Euphoria,9159135.0,Kharadi,Apartment,31,8,apartment,,5plus_bedroom,mid_range,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, mid_range, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | mid_range(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r419466,Merlin Ventana,13199998.0,Baner,Apartment,63,8,apartment,,5plus_bedroom,premium,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r442001,Nyati Evania,19000003.0,Sadashiv Peth,Apartment,86,8,apartment,,5plus_bedroom,premium,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r401614,Kalpataru Jade Skyline,19000000.0,Baner,Apartment,76,8,apartment,,5plus_bedroom,premium,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r401175,Mahindra Citadel,16300000.0,Pimpri Chinchwad,Apartment,81,8,apartment,,5plus_bedroom,premium,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r405131,Lodha Panache,12547563.0,Hinjewadi,Apartment,87,8,apartment,,5plus_bedroom,premium,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r437218,Vilas Palladio Kharadi Central Phase 2,10999996.0,Kharadi,Apartment,100,8,apartment,,5plus_bedroom,premium,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r399309,Lodha Giardino,30000000.0,Kharadi,Apartment,93,9,apartment,,5plus_bedroom,premium,,has_agent,investment_grade,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, investment_grade, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | investment_grade(0.7) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
r410862,Nyati Emerald,11800000.0,Baner,Apartment,49,8,apartment,,5plus_bedroom,premium,,has_agent,,meta_ads_ready,complete_listing,geo_tagged,has_photos,"apartment, 5plus_bedroom, premium, has_agent, meta_ads_ready, complete_listing, geo_tagged, has_photos",apartment(0.9) | 5plus_bedroom(0.9) | premium(0.8) | has_agent(0.8) | meta_ads_ready(0.9) | complete_listing(0.8) | geo_tagged(0.9) | has_photos(0.8)
